date,habit_name,completed,day_type
2022-03-01,Meditation,1,Weekday
2022-03-02,Deep Work,1,Weekday
2022-03-02,Morning Run,0,Weekday
2022-03-02,Meditation,0,Weekday
2022-03-03,Deep Work,0,Weekday
2022-03-03,Morning Run,0,Weekday
2022-03-03,Meditation,1,Weekday
2022-03-04,Deep Work,1,Weekday
2022-03-04,Morning Run,1,Weekday
2022-03-04,Meditation,0,Weekday
2022-03-05,Deep Work,1,Weekend
2022-03-05,Morning Run,0,Weekend
2022-03-05,Meditation,0,Weekend
2022-03-06,Deep Work,1,Weekend
2022-03-06,Morning Run,1,Weekend
2022-03-06,Meditation,0,Weekend
2022-03-07,Deep Work,1,Weekday
2022-03-07,Morning Run,1,Weekday
2022-03-07,Meditation,0,Weekday
2022-03-08,Deep Work,0,Weekday
2022-03-08,Morning Run,1,Weekday
2022-03-08,Meditation,0,Weekday
2022-03-09,Deep Work,0,Weekday
2022-03-09,Morning Run,1,Weekday
2022-03-09,Meditation,1,Weekday
2022-03-10,Deep Work,1,Weekday
2022-03-10,Morning Run,0,Weekday
2022-03-10,Meditation,1,Weekday
2022-03-11,Deep Work,1,Weekday
2022-03-11,Morning Run,1,Weekday
2022-03-11,Meditation,1,Weekday
2022-03-12,Deep Work,0,Weekend
2022-03-12,Morning Run,0,Weekend
2022-03-12,Meditation,0,Weekend
2022-03-13,Deep Work,1,Weekend
2022-03-13,Morning Run,0,Weekend
2022-03-13,Meditation,0,Weekend
2022-03-14,Deep Work,1,Weekday
2022-03-14,Morning Run,1,Weekday
2022-03-14,Meditation,1,Weekday
2022-03-15,Deep Work,1,Weekday
2022-03-15,Morning Run,1,Weekday
2022-03-15,Meditation,0,Weekday
2022-03-16,Deep Work,0,Weekday
2022-03-16,Morning Run,0,Weekday
2022-03-16,Meditation,0,Weekday
2022-03-17,Deep Work,1,Weekday
2022-03-17,Morning Run,1,Weekday
2022-03-17,Meditation,0,Weekday
2022-03-18,Deep Work,1,Weekday
2022-03-18,Morning Run,0,Weekday
2022-03-18,Meditation,0,Weekday
2022-03-19,Deep Work,1,Weekend
2022-03-19,Morning Run,0,Weekend
2022-03-19,Meditation,0,Weekend
2022-03-20,Deep Work,1,Weekend
2022-03-20,Morning Run,1,Weekend
2022-03-20,Meditation,0,Weekend
2022-03-21,Deep Work,1,Weekday
2022-03-21,Morning Run,0,Weekday
2022-03-21,Meditation,1,Weekday
2022-03-22,Deep Work,1,Weekday
2022-03-22,Morning Run,1,Weekday
2022-03-22,Meditation,1,Weekday
2022-03-23,Deep Work,0,Weekday
2022-03-23,Morning Run,1,Weekday
2022-03-23,Meditation,0,Weekday
2022-03-24,Deep Work,0,Weekday
2022-03-24,Morning Run,1,Weekday
2022-03-24,Meditation,0,Weekday
2022-03-25,Deep Work,1,Weekday
2022-03-25,Morning Run,0,Weekday
2022-03-25,Meditation,0,Weekday
2022-03-26,Deep Work,1,Weekend
2022-03-26,Morning Run,1,Weekend
2022-03-26,Meditation,0,Weekend
2022-03-27,Deep Work,1,Weekend
2022-03-27,Morning Run,0,Weekend
2022-03-27,Meditation,0,Weekend
2022-03-28,Deep Work,1,Weekday
2022-03-28,Morning Run,1,Weekday
2022-03-28,Meditation,0,Weekday
2022-03-29,Deep Work,1,Weekday
2022-03-29,Morning Run,0,Weekday
2022-03-29,Meditation,1,Weekday
2022-03-30,Deep Work,1,Weekday
2022-03-30,Morning Run,1,Weekday
2022-03-30,Meditation,1,Weekday
2022-03-31,Deep Work,1,Weekday
2022-03-31,Morning Run,1,Weekday
2022-03-31,Meditation,1,Weekday
2022-04-01,Deep Work,1,Weekday
2022-04-01,Morning Run,0,Weekday
2022-04-01,Meditation,1,Weekday
2022-04-02,Deep Work,0,Weekend
2022-04-02,Morning Run,0,Weekend
2022-04-02,Meditation,1,Weekend
2022-04-03,Deep Work,1,Weekend
2022-04-03,Morning Run,0,Weekend
2022-04-03,Meditation,0,Weekend
2022-04-04,Deep Work,1,Weekday
2022-04-04,Morning Run,0,Weekday
2022-04-04,Meditation,1,Weekday
2022-04-05,Deep Work,1,Weekday
2022-04-05,Morning Run,1,Weekday
2022-04-05,Meditation,0,Weekday
2022-04-06,Deep Work,0,Weekday
2022-04-06,Morning Run,0,Weekday
2022-04-06,Meditation,0,Weekday
2022-04-07,Deep Work,0,Weekday
2022-04-07,Morning Run,1,Weekday
2022-04-07,Meditation,1,Weekday
2022-04-08,Deep Work,0,Weekday
2022-04-08,Morning Run,1,Weekday
2022-04-08,Meditation,0,Weekday
2022-04-09,Deep Work,1,Weekend
2022-04-09,Morning Run,1,Weekend
2022-04-09,Meditation,0,Weekend
2022-04-10,Deep Work,0,Weekend
2022-04-10,Morning Run,1,Weekend
2022-04-10,Meditation,0,Weekend
2022-04-11,Deep Work,1,Weekday
2022-04-11,Morning Run,1,Weekday
2022-04-11,Meditation,1,Weekday
2022-04-12,Deep Work,1,Weekday
2022-04-12,Morning Run,1,Weekday
2022-04-12,Meditation,1,Weekday
2022-04-13,Deep Work,1,Weekday
2022-04-13,Morning Run,0,Weekday
2022-04-13,Meditation,0,Weekday
2022-04-14,Deep Work,1,Weekday
2022-04-14,Morning Run,1,Weekday
2022-04-14,Meditation,0,Weekday
2022-04-15,Deep Work,1,Weekday
2022-04-15,Morning Run,0,Weekday
2022-04-15,Meditation,0,Weekday
2022-04-16,Deep Work,1,Weekend
2022-04-16,Morning Run,0,Weekend
2022-04-16,Meditation,0,Weekend
2022-04-17,Deep Work,1,Weekend
2022-04-17,Morning Run,0,Weekend
2022-04-17,Meditation,1,Weekend
2022-04-18,Deep Work,0,Weekday
2022-04-18,Morning Run,1,Weekday
2022-04-18,Meditation,1,Weekday
2022-04-19,Deep Work,0,Weekday
2022-04-19,Morning Run,1,Weekday
2022-04-19,Meditation,0,Weekday
2022-04-20,Deep Work,1,Weekday
2022-04-20,Morning Run,0,Weekday
2022-04-20,Meditation,1,Weekday
2022-04-21,Deep Work,0,Weekday
2022-04-21,Morning Run,1,Weekday
2022-04-21,Meditation,1,Weekday
2022-04-22,Deep Work,0,Weekday
2022-04-22,Morning Run,0,Weekday
2022-04-22,Meditation,1,Weekday
2022-04-23,Deep Work,0,Weekend
2022-04-23,Morning Run,1,Weekend
2022-04-23,Meditation,0,Weekend
2022-04-24,Deep Work,1,Weekend
2022-04-24,Morning Run,1,Weekend
2022-04-24,Meditation,0,Weekend
2022-04-25,Deep Work,1,Weekday
2022-04-25,Morning Run,0,Weekday
2022-04-25,Meditation,0,Weekday
2022-04-26,Deep Work,0,Weekday
2022-04-26,Morning Run,0,Weekday
2022-04-26,Meditation,1,Weekday
2022-04-27,Deep Work,1,Weekday
2022-04-27,Morning Run,1,Weekday
2022-04-27,Meditation,1,Weekday
2022-04-28,Deep Work,1,Weekday
2022-04-28,Morning Run,0,Weekday
2022-04-28,Meditation,1,Weekday
2022-04-29,Deep Work,1,Weekday
2022-04-29,Morning Run,1,Weekday
2022-04-29,Meditation,1,Weekday
2022-04-30,Deep Work,0,Weekend
2022-04-30,Morning Run,1,Weekend
2022-04-30,Meditation,0,Weekend
2022-05-01,Deep Work,1,Weekend
2022-05-01,Morning Run,0,Weekend
2022-05-01,Meditation,0,Weekend
2022-05-02,Deep Work,1,Weekday
2022-05-02,Morning Run,1,Weekday
2022-05-02,Meditation,0,Weekday
2022-05-03,Deep Work,1,Weekday
2022-05-03,Morning Run,0,Weekday
2022-05-03,Meditation,0,Weekday
2022-05-04,Deep Work,1,Weekday
2022-05-04,Morning Run,1,Weekday
2022-05-04,Meditation,1,Weekday
2022-05-05,Deep Work,1,Weekday
2022-05-05,Morning Run,1,Weekday
2022-05-05,Meditation,0,Weekday
2022-05-06,Deep Work,1,Weekday
2022-05-06,Morning Run,1,Weekday
2022-05-06,Meditation,0,Weekday
2022-05-07,Deep Work,0,Weekend
2022-05-07,Morning Run,0,Weekend
2022-05-07,Meditation,1,Weekend
2022-05-08,Deep Work,0,Weekend
2022-05-08,Morning Run,0,Weekend
2022-05-08,Meditation,1,Weekend
2022-05-09,Deep Work,1,Weekday
2022-05-09,Morning Run,0,Weekday
2022-05-09,Meditation,0,Weekday
2022-05-10,Deep Work,1,Weekday
2022-05-10,Morning Run,0,Weekday
2022-05-10,Meditation,0,Weekday
2022-05-11,Deep Work,0,Weekday
2022-05-11,Morning Run,1,Weekday
2022-05-11,Meditation,1,Weekday
2022-05-12,Deep Work,1,Weekday
2022-05-12,Morning Run,1,Weekday
2022-05-12,Meditation,1,Weekday
2022-05-13,Deep Work,1,Weekday
2022-05-13,Morning Run,1,Weekday
2022-05-13,Meditation,0,Weekday
2022-05-14,Deep Work,1,Weekend
2022-05-14,Morning Run,1,Weekend
2022-05-14,Meditation,0,Weekend
2022-05-15,Deep Work,0,Weekend
2022-05-15,Morning Run,0,Weekend
2022-05-15,Meditation,1,Weekend
2022-05-16,Deep Work,0,Weekday
2022-05-16,Morning Run,0,Weekday
2022-05-16,Meditation,0,Weekday
2022-05-17,Deep Work,1,Weekday
2022-05-17,Morning Run,1,Weekday
2022-05-17,Meditation,1,Weekday
2022-05-18,Deep Work,0,Weekday
2022-05-18,Morning Run,1,Weekday
2022-05-18,Meditation,1,Weekday
2022-05-19,Deep Work,1,Weekday
2022-05-19,Morning Run,1,Weekday
2022-05-19,Meditation,0,Weekday
2022-05-20,Deep Work,0,Weekday
2022-05-20,Morning Run,0,Weekday
2022-05-20,Meditation,1,Weekday
2022-05-21,Deep Work,1,Weekend
2022-05-21,Morning Run,0,Weekend
2022-05-21,Meditation,0,Weekend
2022-05-22,Deep Work,1,Weekend
2022-05-22,Morning Run,0,Weekend
2022-05-22,Meditation,0,Weekend
2022-05-23,Deep Work,1,Weekday
2022-05-23,Morning Run,0,Weekday
2022-05-23,Meditation,1,Weekday
2022-05-24,Deep Work,0,Weekday
2022-05-24,Morning Run,0,Weekday
2022-05-24,Meditation,1,Weekday
2022-05-25,Deep Work,0,Weekday
2022-05-25,Morning Run,0,Weekday
2022-05-25,Meditation,0,Weekday
2022-05-26,Deep Work,0,Weekday
2022-05-26,Morning Run,0,Weekday
2022-05-26,Meditation,1,Weekday
2022-05-27,Deep Work,1,Weekday
2022-05-27,Morning Run,0,Weekday
2022-05-27,Meditation,1,Weekday
2022-05-28,Deep Work,1,Weekend
2022-05-28,Morning Run,0,Weekend
2022-05-28,Meditation,0,Weekend
2022-05-29,Deep Work,1,Weekend
2022-05-29,Morning Run,0,Weekend
2022-05-29,Meditation,0,Weekend
2022-05-30,Deep Work,1,Weekday
2022-05-30,Morning Run,0,Weekday
2022-05-30,Meditation,0,Weekday
2022-05-31,Deep Work,1,Weekday
2022-05-31,Morning Run,1,Weekday
2022-05-31,Meditation,0,Weekday
2022-06-01,Deep Work,1,Weekday
2022-06-01,Morning Run,1,Weekday
2022-06-01,Meditation,1,Weekday
2022-06-02,Deep Work,1,Weekday
2022-06-02,Morning Run,0,Weekday
2022-06-02,Meditation,1,Weekday
2022-06-03,Deep Work,1,Weekday
2022-06-03,Morning Run,1,Weekday
2022-06-03,Meditation,1,Weekday
2022-06-04,Deep Work,0,Weekend
2022-06-04,Morning Run,0,Weekend
2022-06-04,Meditation,0,Weekend
2022-06-05,Deep Work,1,Weekend
2022-06-05,Morning Run,0,Weekend
2022-06-05,Meditation,1,Weekend
2022-06-06,Deep Work,1,Weekday
2022-06-06,Morning Run,0,Weekday
2022-06-06,Meditation,1,Weekday
2022-06-07,Deep Work,1,Weekday
2022-06-07,Morning Run,1,Weekday
2022-06-07,Meditation,0,Weekday
2022-06-08,Deep Work,0,Weekday
2022-06-08,Morning Run,0,Weekday
2022-06-08,Meditation,0,Weekday
2022-06-09,Deep Work,1,Weekday
2022-06-09,Morning Run,0,Weekday
2022-06-09,Meditation,0,Weekday
2022-06-10,Deep Work,1,Weekday
2022-06-10,Morning Run,0,Weekday
2022-06-10,Meditation,1,Weekday
2022-06-11,Deep Work,0,Weekend
2022-06-11,Morning Run,0,Weekend
2022-06-11,Meditation,0,Weekend
2022-06-12,Deep Work,0,Weekend
2022-06-12,Morning Run,1,Weekend
2022-06-12,Meditation,0,Weekend
2022-06-13,Deep Work,1,Weekday
2022-06-13,Morning Run,0,Weekday
2022-06-13,Meditation,1,Weekday
2022-06-14,Deep Work,1,Weekday
2022-06-14,Morning Run,0,Weekday
2022-06-14,Meditation,0,Weekday
2022-06-15,Deep Work,1,Weekday
2022-06-15,Morning Run,1,Weekday
2022-06-15,Meditation,1,Weekday
2022-06-16,Deep Work,1,Weekday
2022-06-16,Morning Run,0,Weekday
2022-06-16,Meditation,0,Weekday
2022-06-17,Deep Work,0,Weekday
2022-06-17,Morning Run,1,Weekday
2022-06-17,Meditation,0,Weekday
2022-06-18,Deep Work,0,Weekend
2022-06-18,Morning Run,0,Weekend
2022-06-18,Meditation,0,Weekend
2022-06-19,Deep Work,1,Weekend
2022-06-19,Morning Run,0,Weekend
2022-06-19,Meditation,1,Weekend
2022-06-20,Deep Work,1,Weekday
2022-06-20,Morning Run,0,Weekday
2022-06-20,Meditation,0,Weekday
2022-06-21,Deep Work,1,Weekday
2022-06-21,Morning Run,1,Weekday
2022-06-21,Meditation,0,Weekday
2022-06-22,Deep Work,1,Weekday
2022-06-22,Morning Run,1,Weekday
2022-06-22,Meditation,1,Weekday
2022-06-23,Deep Work,1,Weekday
2022-06-23,Morning Run,1,Weekday
2022-06-23,Meditation,0,Weekday
2022-06-24,Deep Work,1,Weekday
2022-06-24,Morning Run,0,Weekday
2022-06-24,Meditation,1,Weekday
2022-06-25,Deep Work,1,Weekend
2022-06-25,Morning Run,0,Weekend
2022-06-25,Meditation,0,Weekend
2022-06-26,Deep Work,0,Weekend
2022-06-26,Morning Run,0,Weekend
2022-06-26,Meditation,0,Weekend
2022-06-27,Deep Work,1,Weekday
2022-06-27,Morning Run,1,Weekday
2022-06-27,Meditation,1,Weekday
2022-06-28,Deep Work,0,Weekday
2022-06-28,Morning Run,1,Weekday
2022-06-28,Meditation,1,Weekday
2022-06-29,Deep Work,1,Weekday
2022-06-29,Morning Run,1,Weekday
2022-06-29,Meditation,0,Weekday
2022-06-30,Deep Work,1,Weekday
2022-06-30,Morning Run,0,Weekday
2022-06-30,Meditation,0,Weekday
2022-07-01,Deep Work,0,Weekday
2022-07-01,Morning Run,1,Weekday
2022-07-01,Meditation,0,Weekday
2022-07-02,Deep Work,1,Weekend
2022-07-02,Morning Run,1,Weekend
2022-07-02,Meditation,1,Weekend
2022-07-03,Deep Work,1,Weekend
2022-07-03,Morning Run,0,Weekend
2022-07-03,Meditation,1,Weekend
2022-07-04,Deep Work,1,Weekday
2022-07-04,Morning Run,1,Weekday
2022-07-04,Meditation,1,Weekday
2022-07-05,Deep Work,1,Weekday
2022-07-05,Morning Run,0,Weekday
2022-07-05,Meditation,0,Weekday
2022-07-06,Deep Work,1,Weekday
2022-07-06,Morning Run,0,Weekday
2022-07-06,Meditation,0,Weekday
2022-07-07,Deep Work,1,Weekday
2022-07-07,Morning Run,1,Weekday
2022-07-07,Meditation,1,Weekday
2022-07-08,Deep Work,1,Weekday
2022-07-08,Morning Run,1,Weekday
2022-07-08,Meditation,0,Weekday
2022-07-09,Deep Work,1,Weekend
2022-07-09,Morning Run,1,Weekend
2022-07-09,Meditation,1,Weekend
2022-07-10,Deep Work,1,Weekend
2022-07-10,Morning Run,0,Weekend
2022-07-10,Meditation,0,Weekend
2022-07-11,Deep Work,1,Weekday
2022-07-11,Morning Run,0,Weekday
2022-07-11,Meditation,0,Weekday
2022-07-12,Deep Work,1,Weekday
2022-07-12,Morning Run,0,Weekday
2022-07-12,Meditation,0,Weekday
2022-07-13,Deep Work,1,Weekday
2022-07-13,Morning Run,1,Weekday
2022-07-13,Meditation,0,Weekday
2022-07-14,Deep Work,1,Weekday
2022-07-14,Morning Run,0,Weekday
2022-07-14,Meditation,0,Weekday
2022-07-15,Deep Work,1,Weekday
2022-07-15,Morning Run,1,Weekday
2022-07-15,Meditation,1,Weekday
2022-07-16,Deep Work,1,Weekend
2022-07-16,Morning Run,0,Weekend
2022-07-16,Meditation,0,Weekend
2022-07-17,Deep Work,1,Weekend
2022-07-17,Morning Run,0,Weekend
2022-07-17,Meditation,0,Weekend
2022-07-18,Deep Work,1,Weekday
2022-07-18,Morning Run,1,Weekday
2022-07-18,Meditation,1,Weekday
2022-07-19,Deep Work,1,Weekday
2022-07-19,Morning Run,0,Weekday
2022-07-19,Meditation,1,Weekday
2022-07-20,Deep Work,1,Weekday
2022-07-20,Morning Run,1,Weekday
2022-07-20,Meditation,0,Weekday
2022-07-21,Deep Work,1,Weekday
2022-07-21,Morning Run,0,Weekday
2022-07-21,Meditation,0,Weekday
2022-07-22,Deep Work,1,Weekday
2022-07-22,Morning Run,1,Weekday
2022-07-22,Meditation,0,Weekday
2022-07-23,Deep Work,1,Weekend
2022-07-23,Morning Run,0,Weekend
2022-07-23,Meditation,1,Weekend
2022-07-24,Deep Work,1,Weekend
2022-07-24,Morning Run,1,Weekend
2022-07-24,Meditation,1,Weekend
2022-07-25,Deep Work,1,Weekday
2022-07-25,Morning Run,1,Weekday
2022-07-25,Meditation,1,Weekday
2022-07-26,Deep Work,1,Weekday
2022-07-26,Morning Run,0,Weekday
2022-07-26,Meditation,1,Weekday
2022-07-27,Deep Work,1,Weekday
2022-07-27,Morning Run,1,Weekday
2022-07-27,Meditation,0,Weekday
2022-07-28,Deep Work,1,Weekday
2022-07-28,Morning Run,0,Weekday
2022-07-28,Meditation,1,Weekday
2022-07-29,Deep Work,1,Weekday
2022-07-29,Morning Run,0,Weekday
2022-07-29,Meditation,0,Weekday
2022-07-30,Deep Work,1,Weekend
2022-07-30,Morning Run,0,Weekend
2022-07-30,Meditation,1,Weekend
2022-07-31,Deep Work,1,Weekend
2022-07-31,Morning Run,0,Weekend
2022-07-31,Meditation,0,Weekend
2022-08-01,Deep Work,0,Weekday
2022-08-01,Morning Run,1,Weekday
2022-08-01,Meditation,0,Weekday
2022-08-02,Deep Work,1,Weekday
2022-08-02,Morning Run,1,Weekday
2022-08-02,Meditation,0,Weekday
2022-08-03,Deep Work,1,Weekday
2022-08-03,Morning Run,0,Weekday
2022-08-03,Meditation,0,Weekday
2022-08-04,Deep Work,1,Weekday
2022-08-04,Morning Run,1,Weekday
2022-08-04,Meditation,0,Weekday
2022-08-05,Deep Work,0,Weekday
2022-08-05,Morning Run,1,Weekday
2022-08-05,Meditation,0,Weekday
2022-08-06,Deep Work,0,Weekend
2022-08-06,Morning Run,0,Weekend
2022-08-06,Meditation,0,Weekend
2022-08-07,Deep Work,1,Weekend
2022-08-07,Morning Run,0,Weekend
2022-08-07,Meditation,0,Weekend
2022-08-08,Deep Work,1,Weekday
2022-08-08,Morning Run,1,Weekday
2022-08-08,Meditation,0,Weekday
2022-08-09,Deep Work,1,Weekday
2022-08-09,Morning Run,1,Weekday
2022-08-09,Meditation,1,Weekday
2022-08-10,Deep Work,1,Weekday
2022-08-10,Morning Run,1,Weekday
2022-08-10,Meditation,0,Weekday
2022-08-11,Deep Work,1,Weekday
2022-08-11,Morning Run,1,Weekday
2022-08-11,Meditation,1,Weekday
2022-08-12,Deep Work,1,Weekday
2022-08-12,Morning Run,0,Weekday
2022-08-12,Meditation,0,Weekday
2022-08-13,Deep Work,1,Weekend
2022-08-13,Morning Run,1,Weekend
2022-08-13,Meditation,1,Weekend
2022-08-14,Deep Work,0,Weekend
2022-08-14,Morning Run,0,Weekend
2022-08-14,Meditation,0,Weekend
2022-08-15,Deep Work,0,Weekday
2022-08-15,Morning Run,1,Weekday
2022-08-15,Meditation,1,Weekday
2022-08-16,Deep Work,1,Weekday
2022-08-16,Morning Run,1,Weekday
2022-08-16,Meditation,0,Weekday
2022-08-17,Deep Work,1,Weekday
2022-08-17,Morning Run,0,Weekday
2022-08-17,Meditation,0,Weekday
2022-08-18,Deep Work,1,Weekday
2022-08-18,Morning Run,1,Weekday
2022-08-18,Meditation,1,Weekday
2022-08-19,Deep Work,1,Weekday
2022-08-19,Morning Run,1,Weekday
2022-08-19,Meditation,0,Weekday
2022-08-20,Deep Work,1,Weekend
2022-08-20,Morning Run,0,Weekend
2022-08-20,Meditation,1,Weekend
2022-08-21,Deep Work,0,Weekend
2022-08-21,Morning Run,1,Weekend
2022-08-21,Meditation,1,Weekend
2022-08-22,Deep Work,0,Weekday
2022-08-22,Morning Run,0,Weekday
2022-08-22,Meditation,1,Weekday
2022-08-23,Deep Work,1,Weekday
2022-08-23,Morning Run,1,Weekday
2022-08-23,Meditation,1,Weekday
2022-08-24,Deep Work,1,Weekday
2022-08-24,Morning Run,0,Weekday
2022-08-24,Meditation,0,Weekday
2022-08-25,Deep Work,1,Weekday
2022-08-25,Morning Run,1,Weekday
2022-08-25,Meditation,0,Weekday
2022-08-26,Deep Work,1,Weekday
2022-08-26,Morning Run,1,Weekday
2022-08-26,Meditation,0,Weekday
2022-08-27,Deep Work,1,Weekend
2022-08-27,Morning Run,0,Weekend
2022-08-27,Meditation,1,Weekend
2022-08-28,Deep Work,1,Weekend
2022-08-28,Morning Run,1,Weekend
2022-08-28,Meditation,0,Weekend
2022-08-29,Deep Work,1,Weekday
2022-08-29,Morning Run,1,Weekday
2022-08-29,Meditation,0,Weekday
2022-08-30,Deep Work,0,Weekday
2022-08-30,Morning Run,1,Weekday
2022-08-30,Meditation,0,Weekday
2022-08-31,Deep Work,1,Weekday
2022-08-31,Morning Run,0,Weekday
2022-08-31,Meditation,1,Weekday
2022-09-01,Deep Work,0,Weekday
2022-09-01,Morning Run,1,Weekday
2022-09-01,Meditation,0,Weekday
2022-09-02,Deep Work,0,Weekday
2022-09-02,Morning Run,1,Weekday
2022-09-02,Meditation,1,Weekday
2022-09-03,Deep Work,1,Weekend
2022-09-03,Morning Run,0,Weekend
2022-09-03,Meditation,1,Weekend
2022-09-04,Deep Work,0,Weekend
2022-09-04,Morning Run,0,Weekend
2022-09-04,Meditation,1,Weekend
2022-09-05,Deep Work,1,Weekday
2022-09-05,Morning Run,1,Weekday
2022-09-05,Meditation,0,Weekday
2022-09-06,Deep Work,0,Weekday
2022-09-06,Morning Run,0,Weekday
2022-09-06,Meditation,1,Weekday
2022-09-07,Deep Work,0,Weekday
2022-09-07,Morning Run,1,Weekday
2022-09-07,Meditation,1,Weekday
2022-09-08,Deep Work,1,Weekday
2022-09-08,Morning Run,1,Weekday
2022-09-08,Meditation,0,Weekday
2022-09-09,Deep Work,1,Weekday
2022-09-09,Morning Run,1,Weekday
2022-09-09,Meditation,1,Weekday
2022-09-10,Deep Work,0,Weekend
2022-09-10,Morning Run,0,Weekend
2022-09-10,Meditation,1,Weekend
2022-09-11,Deep Work,0,Weekend
2022-09-11,Morning Run,0,Weekend
2022-09-11,Meditation,0,Weekend
2022-09-12,Deep Work,1,Weekday
2022-09-12,Morning Run,1,Weekday
2022-09-12,Meditation,0,Weekday
2022-09-13,Deep Work,1,Weekday
2022-09-13,Morning Run,1,Weekday
2022-09-13,Meditation,1,Weekday
2022-09-14,Deep Work,1,Weekday
2022-09-14,Morning Run,1,Weekday
2022-09-14,Meditation,0,Weekday
2022-09-15,Deep Work,1,Weekday
2022-09-15,Morning Run,0,Weekday
2022-09-15,Meditation,0,Weekday
2022-09-16,Deep Work,1,Weekday
2022-09-16,Morning Run,1,Weekday
2022-09-16,Meditation,0,Weekday
2022-09-17,Deep Work,0,Weekend
2022-09-17,Morning Run,0,Weekend
2022-09-17,Meditation,0,Weekend
2022-09-18,Deep Work,0,Weekend
2022-09-18,Morning Run,0,Weekend
2022-09-18,Meditation,0,Weekend
2022-09-19,Deep Work,1,Weekday
2022-09-19,Morning Run,1,Weekday
2022-09-19,Meditation,0,Weekday
2022-09-20,Deep Work,1,Weekday
2022-09-20,Morning Run,0,Weekday
2022-09-20,Meditation,0,Weekday
2022-09-21,Deep Work,0,Weekday
2022-09-21,Morning Run,1,Weekday
2022-09-21,Meditation,0,Weekday
2022-09-22,Deep Work,1,Weekday
2022-09-22,Morning Run,1,Weekday
2022-09-22,Meditation,1,Weekday
2022-09-23,Deep Work,1,Weekday
2022-09-23,Morning Run,0,Weekday
2022-09-23,Meditation,0,Weekday
2022-09-24,Deep Work,0,Weekend
2022-09-24,Morning Run,1,Weekend
2022-09-24,Meditation,0,Weekend
2022-09-25,Deep Work,1,Weekend
2022-09-25,Morning Run,0,Weekend
2022-09-25,Meditation,1,Weekend
2022-09-26,Deep Work,1,Weekday
2022-09-26,Morning Run,0,Weekday
2022-09-26,Meditation,0,Weekday
2022-09-27,Deep Work,1,Weekday
2022-09-27,Morning Run,0,Weekday
2022-09-27,Meditation,0,Weekday
2022-09-28,Deep Work,1,Weekday
2022-09-28,Morning Run,1,Weekday
2022-09-28,Meditation,0,Weekday
2022-09-29,Deep Work,1,Weekday
2022-09-29,Morning Run,1,Weekday
2022-09-29,Meditation,1,Weekday
2022-09-30,Deep Work,1,Weekday
2022-09-30,Morning Run,1,Weekday
2022-09-30,Meditation,1,Weekday
2022-10-01,Deep Work,1,Weekend
2022-10-01,Morning Run,1,Weekend
2022-10-01,Meditation,0,Weekend
2022-10-02,Deep Work,1,Weekend
2022-10-02,Morning Run,1,Weekend
2022-10-02,Meditation,1,Weekend
2022-10-03,Deep Work,0,Weekday
2022-10-03,Morning Run,1,Weekday
2022-10-03,Meditation,0,Weekday
2022-10-04,Deep Work,1,Weekday
2022-10-04,Morning Run,1,Weekday
2022-10-04,Meditation,1,Weekday
2022-10-05,Deep Work,1,Weekday
2022-10-05,Morning Run,1,Weekday
2022-10-05,Meditation,1,Weekday
2022-10-06,Deep Work,1,Weekday
2022-10-06,Morning Run,1,Weekday
2022-10-06,Meditation,0,Weekday
2022-10-07,Deep Work,0,Weekday
2022-10-07,Morning Run,1,Weekday
2022-10-07,Meditation,0,Weekday
2022-10-08,Deep Work,0,Weekend
2022-10-08,Morning Run,0,Weekend
2022-10-08,Meditation,1,Weekend
2022-10-09,Deep Work,1,Weekend
2022-10-09,Morning Run,0,Weekend
2022-10-09,Meditation,1,Weekend
2022-10-10,Deep Work,0,Weekday
2022-10-10,Morning Run,0,Weekday
2022-10-10,Meditation,0,Weekday
2022-10-11,Deep Work,1,Weekday
2022-10-11,Morning Run,1,Weekday
2022-10-11,Meditation,1,Weekday
2022-10-12,Deep Work,1,Weekday
2022-10-12,Morning Run,0,Weekday
2022-10-12,Meditation,0,Weekday
2022-10-13,Deep Work,1,Weekday
2022-10-13,Morning Run,1,Weekday
2022-10-13,Meditation,0,Weekday
2022-10-14,Deep Work,1,Weekday
2022-10-14,Morning Run,1,Weekday
2022-10-14,Meditation,0,Weekday
2022-10-15,Deep Work,0,Weekend
2022-10-15,Morning Run,1,Weekend
2022-10-15,Meditation,0,Weekend
2022-10-16,Deep Work,0,Weekend
2022-10-16,Morning Run,0,Weekend
2022-10-16,Meditation,1,Weekend
2022-10-17,Deep Work,1,Weekday
2022-10-17,Morning Run,1,Weekday
2022-10-17,Meditation,0,Weekday
2022-10-18,Deep Work,1,Weekday
2022-10-18,Morning Run,0,Weekday
2022-10-18,Meditation,1,Weekday
2022-10-19,Deep Work,1,Weekday
2022-10-19,Morning Run,1,Weekday
2022-10-19,Meditation,0,Weekday
2022-10-20,Deep Work,1,Weekday
2022-10-20,Morning Run,1,Weekday
2022-10-20,Meditation,0,Weekday
2022-10-21,Deep Work,1,Weekday
2022-10-21,Morning Run,0,Weekday
2022-10-21,Meditation,0,Weekday
2022-10-22,Deep Work,1,Weekend
2022-10-22,Morning Run,0,Weekend
2022-10-22,Meditation,0,Weekend
2022-10-23,Deep Work,0,Weekend
2022-10-23,Morning Run,1,Weekend
2022-10-23,Meditation,0,Weekend
2022-10-24,Deep Work,1,Weekday
2022-10-24,Morning Run,1,Weekday
